road_name,risk_score
Seward Street,0.00032670129700414907
East 59th Place,0.00032670129700414907
Century Boulevard,0.00032670129700414907
Harold Way,0.00032670129700414907
Pueblo Avenue,0.00032670129700414907
South Evergreen Avenue,0.00032670129700414907
Victor Street,0.00032670129700414907
Bonsallo Avenue,0.00032670129700414907
East 55th Street,0.00032670129700414907
Wellesley Avenue,0.00032670129700414907
North Park View Street,0.00032670129700414907
South Lorena Street,0.00032670129700414907
Allesandro Street,0.00032670129700414907
South Pecan Street,0.00032670129700414907
Blake Avenue,0.00032670129700414907
Sepulveda Tunnel,0.00032670129700414907
East 97th Street,0.00032670129700414907
East Manchester Avenue,0.00032670129700414907
Hollywood Bowl Road,0.00032670129700414907
Kelton Avenue,0.00032670129700414907
North Virgil Avenue,0.00032670129700414907
North Bristol Circle,0.00032670129700414907
South State Street,0.00032670129700414907
Academy Road,0.00032670129700414907
Airport Boulevard,0.00032670129700414907
South Avenue 22,0.00032670129700414907
West 23rd Street,0.00032670129700414907
West 110th Street,0.00032670129700414907
Coliseum Street,0.00032670129700414907
West Aliso Street,0.00032670129700414907
Myra Avenue,0.00032670129700414907
Cotner Avenue,0.00032670129700414907
Howard Hughes Parkway,0.00032670129700414907
West 91st Street,0.00032670129700414907
East Century Boulevard,0.00032670129700414907
South Cloverdale Avenue,0.00032670129700414907
North Rampart Boulevard,0.00032670129700414907
Miramar Street,0.00032670129700414907
Oporto Drive,0.00032670129700414907
East 116th Street,0.00032670129700414907
North Myers Street,0.00032670129700414907
Twining Street,0.00032670129700414907
Manning Avenue,0.00032670129700414907
Medford Street,0.00032670129700414907
Lucas Avenue,0.00032670129700414907
Ruthelen Street,0.00032670129700414907
West 47th Street,0.00032670129700414907
Fairview Boulevard,0.00032670129700414907
West 71st Street,0.00032670129700414907
Humboldt Street,0.00032670129700414907
Camrose Drive,0.00032670129700414907
Washington Boulevard,0.00032670129700414907
West 88th Place,0.00032670129700414907
East 110th Street,0.00032670129700414907
North Heliotrope Drive,0.00032670129700414907
Lookout Drive,0.00032670129700414907
South Redondo Boulevard,0.00032670129700414907
Perris Street,0.00032670129700414907
Pearl Street,0.00032670129700414907
Los Palos Street,0.00032670129700414907
West 126th Street,0.00032670129700414907
Coringa Drive,0.00032670129700414907
Laconia Boulevard,0.00032670129700414907
Lancaster Avenue,0.00032670129700414907
Ocean Park Boulevard,0.00032670129700414907
Huntington Drive,0.00032670129700414907
Crystal Springs Drive,0.00032670129700414907
East 6th Street,0.00032670129700414907
Lankershim Boulevard,0.00032670129700414907
West 28th Street,0.00032670129700414907
Maplewood Avenue,0.00032670129700414907
West 46th Street,0.00032670129700414907
Armacost Avenue,0.00032670129700414907
Holly Drive,0.00032670129700414907
Westwood Plaza,0.00032670129700414907
West Avenue 37,0.00032670129700414907
Jesse Street,0.00032670129700414907
East 113th Street,0.00032670129700414907
West 94th Street,0.00032670129700414907
East 112th Street,0.00032670129700414907
West 55th Street,0.00032670129700414907
North Boylston Street,0.00032670129700414907
Hyperion Avenue,0.00032670129700414907
South Harvard Boulevard,0.00032670129700414907
North Bonnie Brae Street,0.00032670129700414907
Dix Street,0.00032670129700414907
Stanford Avenue,0.00032670129700414907
West Avenue 26,0.00032670129700414907
East Colden Avenue,0.00032670129700414907
South Mansfield Avenue,0.00032670129700414907
Lawrence Street,0.00032670129700414907
North Saint Louis Street,0.00032670129700414907
West 49th Street,0.00032670129700414907
West 67th Street,0.00032670129700414907
South Berendo Street,0.00032670129700414907
Whitley Terrace,0.00032670129700414907
North Avenue 21,0.00032670129700414907
